Misalignment,WorkaroundType,WorkaroundQuality,WorkaroundWidget,WorkaroundWidgetCategory,RecordID,Participant,FormType,EditCount,EditType,AppearanceOrderInForm,AppearanceOrderInCategory,SaveTimeRatio
Excess,Fallback,3,Text box,Open,M806,8176,controlled,0,,12,2,1
Excess,Functional adjustment,3,Checkbox,Predetermined,M806,8176,controlled,0,,12,2,1
Excess,Fallback,3,Text box,Open,B329,8176,controlled,0,,13,3,0.7
Excess,Functional adjustment,3,Checkbox,Predetermined,B329,8176,controlled,0,,13,3,0.7
Excess,Fallback,3,Text box,Open,K251,8176,controlled,0,,14,4,0.96
Excess,Functional adjustment,3,Checkbox,Predetermined,K251,8176,controlled,0,,14,4,0.96
Excess,Fallback,3,Text box,Open,X182,8176,controlled,0,,15,5,0.87
Excess,Functional adjustment,3,Checkbox,Predetermined,X182,8176,controlled,0,,15,5,0.87
Nonstandard,Data adjustment,4,Date picker,Controlled,V637,8176,employee,0,,1,1,0.99
Nonstandard,Data adjustment,3,Date picker,Controlled,S212,8176,employee,0,,2,2,2.02
Nonstandard,Data adjustment,3,Date picker,Controlled,M561,8176,employee,0,,3,3,0.81
Nonstandard,Data adjustment,4,Date picker,Controlled,E399,8176,employee,0,,4,4,0.88
Nonstandard,Data adjustment,3,Date picker,Controlled,O226,8176,employee,0,,5,5,0.46
Implicit,Data adjustment,3,Checkbox,Predetermined,Z887,8176,employee,1,Systematic,6,1,1.69
Implicit,Fallback,3,Text box,Open,Z887,8176,employee,1,Systematic,6,1,1.69
Implicit,Data adjustment,3,Checkbox,Predetermined,M775,8176,employee,1,Systematic,7,2,1.87
Implicit,Fallback,3,Text box,Open,M775,8176,employee,1,Systematic,7,2,1.87
Implicit,Data adjustment,3,Checkbox,Predetermined,W449,8176,employee,0,,8,3,0.75
Implicit,Fallback,3,Text box,Open,W449,8176,employee,0,,8,3,0.75
Implicit,Data adjustment,3,Checkbox,Predetermined,B602,8176,employee,0,,9,4,1.07
Implicit,Fallback,3,Text box,Open,B602,8176,employee,0,,9,4,1.07
Implicit,Data adjustment,3,Checkbox,Predetermined,K753,8176,employee,0,,10,5,0.8
Implicit,Fallback,3,Text box,Open,K753,8176,employee,0,,10,5,0.8
Explicit,Data loss,2,Combo box,Predetermined,A227,8176,employee,0,,11,1,1.42
Explicit,Data loss,2,Combo box,Predetermined,G562,8176,employee,0,,12,2,0.86
Explicit,Data loss,2,Combo box,Predetermined,S750,8176,employee,0,,13,3,3.6
Explicit,Data loss,2,Combo box,Predetermined,T322,8176,employee,0,,14,4,1.2
Explicit,Data loss,2,Combo box,Predetermined,G053,8176,employee,0,,15,5,0.52
Outlier,Data adjustment,3,Number spinner,Controlled,N530,8532,conference,0,,1,1,1.23
Outlier,Fallback,3,Text box,Open,N530,8532,conference,0,,1,1,1.23
Outlier,Data adjustment,3,Number spinner,Controlled,J323,8532,conference,0,,2,2,2.09
Outlier,Fallback,3,Text box,Open,J323,8532,conference,0,,2,2,2.09
Outlier,Data adjustment,3,Number spinner,Controlled,Y645,8532,conference,0,,3,3,3.56
Outlier,Fallback,3,Text box,Open,Y645,8532,conference,0,,3,3,3.56
Outlier,Data adjustment,3,Number spinner,Controlled,S724,8532,conference,0,,4,4,1.03
Outlier,Fallback,3,Text box,Open,S724,8532,conference,0,,4,4,1.03
Outlier,Data adjustment,3,Number spinner,Controlled,M002,8532,conference,0,,5,5,1.11
Outlier,Fallback,3,Text box,Open,M002,8532,conference,0,,5,5,1.11
Nonstandard,Data adjustment,3,Slider,Controlled,W138,8532,conference,1,Not related,6,1,1.15
Nonstandard,Data adjustment,3,Slider,Controlled,D127,8532,conference,0,,7,2,1.15
Nonstandard,Data adjustment,3,Slider,Controlled,B387,8532,conference,0,,8,3,0.83
Nonstandard,Data adjustment,3,Slider,Controlled,I008,8532,conference,0,,9,4,0.75
Nonstandard,Data adjustment,3,Slider,Controlled,G250,8532,conference,1,Not related,10,5,0.71
Ambiguous,Fallback,3,Text box,Open,V222,8532,conference,0,,11,1,1.98
Ambiguous,Functional adjustment,4,Combo box,Predetermined,V222,8532,conference,0,,11,1,1.98
Ambiguous,Fallback,3,Text box,Open,E158,8532,conference,0,,12,2,1.74
Ambiguous,Functional adjustment,4,Combo box,Predetermined,E158,8532,conference,0,,12,2,1.74
Ambiguous,Fallback,3,Text box,Open,I240,8532,conference,0,,13,3,1.11
Ambiguous,Functional adjustment,4,Combo box,Predetermined,I240,8532,conference,0,,13,3,1.11
Ambiguous,Fallback,3,Text box,Open,U381,8532,conference,0,,14,4,1.07
Ambiguous,Functional adjustment,4,Combo box,Predetermined,U381,8532,conference,0,,14,4,1.07
Ambiguous,Fallback,3,Text box,Open,J543,8532,conference,0,,15,5,0.91
Ambiguous,Functional adjustment,4,Combo box,Predetermined,J543,8532,conference,0,,15,5,0.91
Nonstandard,Data adjustment,3,Date picker,Controlled,F486,8532,employee,0,,1,1,1.39
Nonstandard,Data adjustment,4,Date picker,Controlled,L177,8532,employee,0,,2,2,1.33
Nonstandard,Data adjustment,3,Date picker,Controlled,A617,8532,employee,0,,3,3,1.25
Nonstandard,Data adjustment,4,Date picker,Controlled,A047,8532,employee,0,,4,4,0.94
Nonstandard,Data adjustment,4,Date picker,Controlled,Z636,8532,employee,0,,5,5,1
Outlier,Data adjustment,3,Slider,Controlled,Z364,8532,employee,1,Systematic,6,1,2.11
Outlier,Fallback,3,Text box,Open,Z364,8532,employee,1,Systematic,6,1,2.11
Outlier,Data adjustment,3,Slider,Controlled,H378,8532,employee,0,,7,2,0.92
Outlier,Fallback,3,Text box,Open,H378,8532,employee,0,,7,2,0.92
Outlier,Data adjustment,3,Slider,Controlled,Z833,8532,employee,0,,8,3,0.86
Outlier,Fallback,3,Text box,Open,Z833,8532,employee,0,,8,3,0.86
Outlier,Data adjustment,3,Slider,Controlled,S579,8532,employee,0,,9,4,0.69
Outlier,Fallback,3,Text box,Open,S579,8532,employee,0,,9,4,0.69
Outlier,Data adjustment,3,Slider,Controlled,O635,8532,employee,0,,10,5,0.89
Outlier,Fallback,3,Text box,Open,O635,8532,employee,0,,10,5,0.89
Explicit,Functional adjustment,4,Combo box,Predetermined,X532,8532,employee,0,,11,1,1.61
Explicit,Functional adjustment,4,Combo box,Predetermined,E239,8532,employee,0,,12,2,0.81
Explicit,Functional adjustment,4,Combo box,Predetermined,A699,8532,employee,0,,13,3,1.03
Explicit,Functional adjustment,4,Combo box,Predetermined,Q731,8532,employee,0,,14,4,0.81
Explicit,Functional adjustment,4,Combo box,Predetermined,W618,8532,employee,0,,15,5,0.92
Outlier,Data adjustment,3,Number spinner,Controlled,V336,8532,predetermined,1,Systematic,1,1,1.65
Outlier,Fallback,3,Text box,Open,V336,8532,predetermined,1,Systematic,1,1,1.65
Outlier,Functional adjustment,4,Checkbox,Predetermined,V336,8532,predetermined,1,Systematic,1,1,1.65
Outlier,Data adjustment,3,Number spinner,Controlled,K539,8532,predetermined,0,,2,2,0.65
Outlier,Fallback,3,Text box,Open,K539,8532,predetermined,0,,2,2,0.65
Outlier,Functional adjustment,4,Checkbox,Predetermined,K539,8532,predetermined,0,,2,2,0.65
Outlier,Data adjustment,3,Number spinner,Controlled,Z597,8532,predetermined,0,,3,3,0.44
Outlier,Fallback,3,Text box,Open,Z597,8532,predetermined,0,,3,3,0.44
Outlier,Functional adjustment,4,Checkbox,Predetermined,Z597,8532,predetermined,0,,3,3,0.44
Outlier,Data adjustment,3,Number spinner,Controlled,E164,8532,predetermined,0,,4,4,0.5
Outlier,Fallback,3,Text box,Open,E164,8532,predetermined,0,,4,4,0.5
Outlier,Functional adjustment,4,Checkbox,Predetermined,E164,8532,predetermined,0,,4,4,0.5
Outlier,Data adjustment,3,Number spinner,Controlled,I932,8532,predetermined,0,,5,5,0.65
Outlier,Fallback,3,Text box,Open,I932,8532,predetermined,0,,5,5,0.65
Outlier,Functional adjustment,4,Checkbox,Predetermined,I932,8532,predetermined,0,,5,5,0.65
Nonstandard,Functional adjustment,4,Text box,Open,A155,8532,predetermined,0,,6,1,0.82
Nonstandard,Functional adjustment,4,Text box,Open,S758,8532,predetermined,0,,7,2,0.29
Nonstandard,Functional adjustment,4,Text box,Open,A076,8532,predetermined,0,,8,3,0.21
Nonstandard,Functional adjustment,4,Text box,Open,B604,8532,predetermined,0,,9,4,0.18
Nonstandard,Functional adjustment,4,Text box,Open,M900,8532,predetermined,0,,10,5,0.47
Excess,Functional adjustment,3,Checkbox,Predetermined,Q635,8532,predetermined,1,Systematic,11,1,0.68
Excess,Functional adjustment,3,Checkbox,Predetermined,Q635,8532,predetermined,1,Systematic,11,1,0.68
Excess,Functional adjustment,3,Checkbox,Predetermined,U064,8532,predetermined,0,,12,2,0.94
Excess,Functional adjustment,3,Checkbox,Predetermined,U064,8532,predetermined,0,,12,2,0.94
Excess,Functional adjustment,4,Text box,Open,S947,8532,predetermined,0,,13,3,1.29
Excess,Functional adjustment,4,Checkbox,Predetermined,S947,8532,predetermined,0,,13,3,1.29
Excess,Functional adjustment,4,Text box,Open,K291,8532,predetermined,0,,14,4,0.94
Excess,Functional adjustment,4,Checkbox,Predetermined,K291,8532,predetermined,0,,14,4,0.94
Excess,Functional adjustment,4,Text box,Open,M872,8532,predetermined,0,,15,5,0.79
Excess,Functional adjustment,4,Checkbox,Predetermined,M872,8532,predetermined,0,,15,5,0.79
Explicit,Data loss,2,Radio button,Predetermined,K532,9537,conference,0,,1,1,0.76
Explicit,Data loss,2,Radio button,Predetermined,G293,9537,conference,0,,2,2,0.83
Explicit,Data loss,2,Radio button,Predetermined,Y472,9537,conference,0,,3,3,1.54
Explicit,Data loss,2,Radio button,Predetermined,L687,9537,conference,0,,4,4,0.91
Explicit,Data loss,2,Radio button,Predetermined,R543,9537,conference,0,,5,5,0.7
Outlier,Data adjustment,3,Number spinner,Controlled,I676,9537,conference,0,,6,1,0.86
Outlier,Data adjustment,3,Number spinner,Controlled,P276,9537,conference,0,,7,2,1.36
Outlier,Data adjustment,3,Number spinner,Controlled,J844,9537,conference,0,,8,3,0.83
Outlier,Data adjustment,3,Number spinner,Controlled,H796,9537,conference,0,,9,4,1.07
Outlier,Data adjustment,3,Number spinner,Controlled,G686,9537,conference,1,Not related,10,5,0.94
Nonstandard,Data adjustment,3,Slider,Controlled,A504,9537,conference,0,,11,1,0.96
Nonstandard,Data adjustment,3,Slider,Controlled,B276,9537,conference,1,Not related,12,2,0.81
Nonstandard,Data adjustment,3,Slider,Controlled,V090,9537,conference,1,Not related,13,3,1.07
Nonstandard,Data adjustment,3,Slider,Controlled,I036,9537,conference,0,,14,4,1.17
Nonstandard,Data adjustment,3,Slider,Controlled,V457,9537,conference,0,,15,5,1.2
Excess,Data loss,2,Text box,Open,M872,9537,employee,0,,1,1,1.28
Excess,Data loss,2,Text box,Open,R999,9537,employee,0,,2,2,1.15
Excess,Data loss,2,Text box,Open,A729,9537,employee,0,,3,3,0.92
Excess,Data loss,2,Text box,Open,T053,9537,employee,0,,4,4,1.08
Excess,Data loss,2,Text box,Open,W480,9537,employee,0,,5,5,0.73
Implicit,Data loss,2,Checkbox,Predetermined,R425,9537,employee,1,Not related,6,1,0.96
Implicit,Data loss,2,Checkbox,Predetermined,Y924,9537,employee,0,,7,2,1.11
Implicit,Data loss,2,Checkbox,Predetermined,F739,9537,employee,0,,8,3,1.28
Implicit,Data loss,2,Checkbox,Predetermined,V675,9537,employee,1,Not related,9,4,1.31
Implicit,Data loss,2,Checkbox,Predetermined,B178,9537,employee,0,,10,5,0.59
Ambiguous,Data loss,1,Text box,Open,A080,9537,employee,1,Not related,11,1,1.12
Ambiguous,Data loss,2,Combo box,Predetermined,A080,9537,employee,1,Not related,11,1,1.12
Ambiguous,Data loss,1,Text box,Open,Z970,9537,employee,1,Not related,12,2,1.36
Ambiguous,Data loss,2,Combo box,Predetermined,Z970,9537,employee,1,Not related,12,2,1.36
Ambiguous,Data loss,1,Text box,Open,B477,9537,employee,0,,13,3,1.26
Ambiguous,Data loss,2,Combo box,Predetermined,B477,9537,employee,0,,13,3,1.26
Ambiguous,Data loss,1,Text box,Open,X917,9537,employee,0,,14,4,0.81
Ambiguous,Data loss,2,Combo box,Predetermined,X917,9537,employee,0,,14,4,0.81
Ambiguous,Data loss,1,Text box,Open,D672,9537,employee,1,Not related,15,5,1.14
Ambiguous,Data loss,2,Combo box,Predetermined,D672,9537,employee,1,Not related,15,5,1.14
Explicit,Data adjustment,2,Checkbox,Predetermined,O902,9537,predetermined,0,,1,1,1.07
Explicit,Fallback,2,Text box,Open,O902,9537,predetermined,0,,1,1,1.07
Explicit,Functional adjustment,3,Checkbox,Predetermined,O902,9537,predetermined,0,,1,1,1.07
Explicit,Data adjustment,2,Checkbox,Predetermined,W974,9537,predetermined,0,,2,2,0.91
Explicit,Fallback,2,Text box,Open,W974,9537,predetermined,0,,2,2,0.91
Explicit,Functional adjustment,3,Checkbox,Predetermined,W974,9537,predetermined,0,,2,2,0.91
Explicit,Data adjustment,2,Checkbox,Predetermined,Q981,9537,predetermined,0,,3,3,0.86
Explicit,Fallback,2,Text box,Open,Q981,9537,predetermined,0,,3,3,0.86
Explicit,Functional adjustment,3,Checkbox,Predetermined,Q981,9537,predetermined,0,,3,3,0.86
Explicit,Data adjustment,2,Checkbox,Predetermined,W771,9537,predetermined,0,,4,4,0.79
Explicit,Fallback,2,Text box,Open,W771,9537,predetermined,0,,4,4,0.79
Explicit,Functional adjustment,3,Checkbox,Predetermined,W771,9537,predetermined,0,,4,4,0.79
Explicit,Data adjustment,2,Checkbox,Predetermined,U239,9537,predetermined,0,,5,5,1.31
Explicit,Fallback,2,Text box,Open,U239,9537,predetermined,0,,5,5,1.31
Explicit,Functional adjustment,3,Checkbox,Predetermined,U239,9537,predetermined,0,,5,5,1.31
Implicit,Data loss,2,Slider,Controlled,T091,9537,predetermined,2,Not related,6,1,0.86
Implicit,Data loss,2,Slider,Controlled,L160,9537,predetermined,1,Not related,7,2,0.71
Implicit,Data loss,2,Slider,Controlled,X013,9537,predetermined,0,,8,3,0.58
Implicit,Data loss,2,Slider,Controlled,N563,9537,predetermined,0,,9,4,0.76
Implicit,Data loss,2,Slider,Controlled,A334,9537,predetermined,0,,10,5,0.62
Outlier,Data adjustment,2,Slider,Controlled,W401,9537,predetermined,1,Ad hoc,11,1,0.18
Outlier,Fallback,2,Text box,Open,W401,9537,predetermined,1,Ad hoc,11,1,0.18
Outlier,Functional adjustment,3,Checkbox,Predetermined,W401,9537,predetermined,1,Ad hoc,11,1,0.18
Outlier,Data adjustment,2,Slider,Controlled,I455,9537,predetermined,0,,12,2,0.42
Outlier,Fallback,2,Text box,Open,I455,9537,predetermined,0,,12,2,0.42
Outlier,Functional adjustment,3,Checkbox,Predetermined,I455,9537,predetermined,0,,12,2,0.42
Outlier,Data adjustment,2,Slider,Controlled,Y082,9537,predetermined,0,,13,3,0.21
Outlier,Fallback,2,Text box,Open,Y082,9537,predetermined,0,,13,3,0.21
Outlier,Functional adjustment,3,Checkbox,Predetermined,Y082,9537,predetermined,0,,13,3,0.21
Outlier,Data adjustment,2,Slider,Controlled,O725,9537,predetermined,0,,14,4,0.21
Outlier,Fallback,2,Text box,Open,O725,9537,predetermined,0,,14,4,0.21
Outlier,Functional adjustment,3,Checkbox,Predetermined,O725,9537,predetermined,0,,14,4,0.21
Outlier,Data adjustment,2,Slider,Controlled,S181,9537,predetermined,0,,15,5,0.1
Outlier,Fallback,2,Text box,Open,S181,9537,predetermined,0,,15,5,0.1
Outlier,Functional adjustment,3,Checkbox,Predetermined,S181,9537,predetermined,0,,15,5,0.1
Nonstandard,Data adjustment,3,Slider,Controlled,M213,9734,conference,0,,1,1,1.91
Nonstandard,Data adjustment,3,Slider,Controlled,V753,9734,conference,0,,2,2,1.77
Nonstandard,Data adjustment,3,Slider,Controlled,E935,9734,conference,0,,3,3,1.06
Nonstandard,Data adjustment,3,Slider,Controlled,C140,9734,conference,0,,4,4,0.89
Nonstandard,Data adjustment,3,Slider,Controlled,U557,9734,conference,0,,5,5,0.72
Excess,Data loss,2,Combo box,Predetermined,W634,9734,conference,0,,6,1,1.47
Excess,Data loss,2,Combo box,Predetermined,I969,9734,conference,0,,7,2,1.36
Excess,Data loss,2,Combo box,Predetermined,C232,9734,conference,0,,8,3,0.75
Excess,Data loss,2,Combo box,Predetermined,O143,9734,conference,1,Not related,9,4,0.64
Excess,Data loss,2,Combo box,Predetermined,P743,9734,conference,0,,10,5,0.79
Ambiguous,Data loss,1,Combo box,Predetermined,G178,9734,conference,0,,11,1,2.83
Ambiguous,Data loss,2,Radio button,Predetermined,G178,9734,conference,0,,11,1,2.83
Ambiguous,Data loss,1,Combo box,Predetermined,Q230,9734,conference,0,,12,2,0.72
Ambiguous,Data loss,2,Radio button,Predetermined,Q230,9734,conference,0,,12,2,0.72
Ambiguous,Data loss,1,Combo box,Predetermined,A159,9734,conference,0,,13,3,0.6
Ambiguous,Data loss,2,Radio button,Predetermined,A159,9734,conference,0,,13,3,0.6
Ambiguous,Data loss,1,Combo box,Predetermined,W534,9734,conference,0,,14,4,0.72
Ambiguous,Data loss,2,Radio button,Predetermined,W534,9734,conference,0,,14,4,0.72
Ambiguous,Data loss,1,Combo box,Predetermined,T524,9734,conference,0,,15,5,0.68
Ambiguous,Data loss,2,Radio button,Predetermined,T524,9734,conference,0,,15,5,0.68
Excess,Data loss,2,Text box,Open,T669,9734,employee,0,,1,1,1.09
Excess,Data loss,2,Text box,Open,P702,9734,employee,0,,2,2,1
Excess,Data loss,2,Text box,Open,Q802,9734,employee,0,,3,3,1.18
Excess,Data loss,2,Text box,Open,Y432,9734,employee,0,,4,4,1.16
Excess,Data loss,2,Text box,Open,S127,9734,employee,0,,5,5,0.77
Implicit,Data loss,2,Checkbox,Predetermined,O078,9734,employee,1,Not related,6,1,0.86
Implicit,Data loss,2,Checkbox,Predetermined,G649,9734,employee,0,,7,2,1.66
Implicit,Data loss,2,Checkbox,Predetermined,S101,9734,employee,0,,8,3,1.48
Implicit,Data loss,2,Checkbox,Predetermined,A239,9734,employee,0,,9,4,1.28
Implicit,Data loss,2,Checkbox,Predetermined,J992,9734,employee,0,,10,5,0.73
Ambiguous,Data loss,1,Text box,Open,Q471,9734,employee,0,,11,1,0.94
Ambiguous,Data loss,2,Combo box,Predetermined,Q471,9734,employee,0,,11,1,0.94
Ambiguous,Data loss,1,Text box,Open,C861,9734,employee,0,,12,2,1.41
Ambiguous,Data loss,2,Combo box,Predetermined,C861,9734,employee,0,,12,2,1.41
Ambiguous,Data loss,1,Text box,Open,B516,9734,employee,0,,13,3,1.03
Ambiguous,Data loss,2,Combo box,Predetermined,B516,9734,employee,0,,13,3,1.03
Ambiguous,Data loss,1,Text box,Open,V595,9734,employee,0,,14,4,0.8
Ambiguous,Data loss,2,Combo box,Predetermined,V595,9734,employee,0,,14,4,0.8
Ambiguous,Data loss,1,Text box,Open,B147,9734,employee,0,,15,5,0.95
Ambiguous,Data loss,2,Combo box,Predetermined,B147,9734,employee,0,,15,5,0.95
Outlier,No workaround,N/A,N/A,N/A,P308,9734,open,0,,1,1,1.62
Outlier,Functional adjustment,4,Checkbox,Predetermined,Y038,9734,open,0,,2,2,1.08
Outlier,Functional adjustment,4,Checkbox,Predetermined,T550,9734,open,0,,3,3,0.96
Outlier,Functional adjustment,4,Checkbox,Predetermined,B779,9734,open,0,,4,4,0.5
Outlier,Functional adjustment,4,Checkbox,Predetermined,D675,9734,open,0,,5,5,1.04
Excess,Functional adjustment,3,Checkbox,Predetermined,G263,9734,open,0,,6,1,6.08
Excess,Functional adjustment,3,Text box,Open,F047,9734,open,1,Systematic,7,2,2.62
Excess,Functional adjustment,3,Text box,Open,R854,9734,open,0,,8,3,1.33
Excess,No workaround,N/A,N/A,N/A,P566,9734,open,0,,9,4,1.75
Excess,No workaround,N/A,N/A,N/A,B813,9734,open,0,,10,5,0.67
Ambiguous,No workaround,N/A,N/A,N/A,M206,9734,open,0,,11,1,2.04
Ambiguous,No workaround,N/A,N/A,N/A,P330,9734,open,0,,12,2,0.92
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,P330,9734,open,0,,12,2,0.92
Ambiguous,No workaround,N/A,N/A,N/A,C656,9734,open,0,,13,3,1.21
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,C656,9734,open,0,,13,3,1.21
Ambiguous,No workaround,N/A,N/A,N/A,Q703,9734,open,0,,14,4,1.46
Ambiguous,No workaround,N/A,N/A,N/A,Y610,9734,open,0,,15,5,1.92
Ambiguous,Functional adjustment,3,Text box,Open,Y610,9734,open,0,,15,5,1.92
